id,sex,trueSex,rec.,W,N,y,x,pop,Note,distr,X,site,age,midflank,lowerflank,bibcor,face,yellowext,yellowint,crown,backcol,hi,plum.SP,period,Sex,Date,rec.2,sample.id,EV1,EV2,plateid,F,siteID,pop.SP,HI,distr.1,plateID,N.1,W.1,bird.ID,originalseq,site.1,SP,sex.1,age.1,mass,tarsus,wing,CP,bill.length,bib.length,bib.width,bib.size,breast.yellow,crown.length.yellow,crown.width,bib.L,bib.a,bib.b,crown.L,crown.a,crown.b,LEFT.cheek.L,LEFT.cheek.a,LEFT.cheek.b,RIGHT.cheek.L,RIGHT.cheek.a,RIGHT.cheek.b,back.L,back.a,back.b,breast.L,breast.a,breast.b,pc1.close,pc2.close,pc1.vocal,pc2.vocal,maintained,time.in.sight.15,time.within.5m,closest.approach,song.response,short.flight.5m,long.flight.5m,flights.within.5m,SP.pop,SP.plumageID,UWBM,Latitude,Longitude,Family,Scientific.Name,Common.Name,Sex.1,Type,Tissue.Number,Date.1,Country,State.or.Province,County,Locality,Misc..Location,Island.Group,year,flank,byellow,rank.trans.hi,rank.trans.song.response,rank.trans.pc1.close,rank.trans.R.cheek.b,rank.trans.bib.size,rank.trans.breast.yellow
tohe_plate1_PF02W01,1,M,PF02W01,-122.06791,45.63842,-122.06791,45.63842,R84,,-53.89554844,69,R84,im,0.289055379,NA,0.445020376,NA,-0.001627088,-0.002141751,0.189418053,-0.221695068,0.216396135,HEWA,2015-16,M,2006-02-15,32,PF02W01,-0.035686476,0.016006169,tohe_plate1_PF02W01,0.02326,R84,HZ,0.216396135,-53.89554844,plate1,45.63842,-122.06791,PF02W01,76,,hybrid,M,Immature,11.3,18.5,71,3,10.7,14.62,25.6,374.4060778,0,12.54,8.4,7,0,1,72,-8,65,82,-6,73,79,-3,74,25,0,-2,80,-3,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hybrid,hybrid,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,-0.00188442,-0.282216147,NA,NA,0.930278859,0.585157887,-0.580651419
tohe_plate4_PF03W01,1,M,PF03W01,-121.53769,45.7925,-121.53769,45.7925,R83,,-9.272674113,54,R83,im,0.903859304,0.318055778,0.445020376,0.207334267,0.374474865,0.372753365,0.189418053,NA,0.489015686,Hybrid,2015-16,M,5/24/15,312,PF03W01,-0.027358012,-0.03485455,tohe_plate4_PF03W01,0.00874,R83,HZ,0.489015686,-9.272674113,plate4,45.7925,-121.53769,PF03W01,57,R83,hybrid,M,Immature,9.8,17.4,66,2,9.6,9.59,21.41,205.3219,0,15.72,0,8,1,3,69,-3,68,66,-11,63,78,-6,68,26,-1,5,82,-8,-6,1.996292192,-0.962799884,-1.127647378,0.435488485,NA,0,0,50,0,0,0,0,hybrid,hybrid,NA,NA,NA,,,,,,,,,,,,,NA,2015,0.610957541,0.373614115,0.343155498,-1.372810323,2.307039259,0.379315701,-0.712443032,-0.580651419
tohe_plate3_PF04W01,1,M,PF04W01,-121.50254,46.05751,-121.50254,46.05751,R73,,6.868428685,70,R73,im,0.289055379,0.318055778,0.445020376,NA,0.374474865,NA,0.189418053,0.278304932,0.355488317,Hybrid,2015-16,M,2006-04-15,230,PF04W01,0.002592544,-0.02583434,tohe_plate3_PF04W01,0.01901,R73,HZ,0.355488317,6.868428685,plate3,46.05751,-121.50254,PF04W01,77,R73,hybrid,M,Immature,9.7,18.4,67,3,9.8,16.08,24.63,396.0504,2.64,8.11,0,17,-2,-1,70,-23,58,86,-13,76,92,-13,66,35,-2,-18,89,-15,-14,-4.379194775,0.073180783,0.286690081,-0.005228553,1,509,373,1,47,9,4,13,hybrid,hybrid,NA,NA,NA,,,,,,,,,,,,,NA,2015,0.303555579,NA,0.104633456,0.465589397,-1.858078308,0.298682663,0.664307524,0.170325576
tohe_plate1_PF04W03,1,M,PF04W03,-121.50298,46.05823,-121.50298,46.05823,R73,,6.875580904,72,R73,ad,1,1,0.5,0.333333333,0,0,0.5,0,0.416666667,Hybrid,2015-16,M,2006-04-15,33,PF04W03,-0.002919077,0.008480378,tohe_plate1_PF04W03,-0.0613,R73,HZ,0.416666667,6.875580904,plate1,46.05823,-121.50298,PF04W03,79,R73,hybrid,M,Adult,10.1,18.3,66,2,10.1,12.14,19.41,235.6374,0,6.66,8.09,12,0,-8,55,-15,38,82,-22,73,81,-16,73,49,-3,25,89,-13,-21,-2.072585175,0.534102292,0.790396088,-0.369845928,1,674,306,1,69,1,3,4,hybrid,hybrid,NA,NA,NA,,,,,,,,,,,,,NA,2015,1,0,0.186756121,1.260338797,-1.312137681,0.790647367,-0.424781903,-0.580651419
tohe_plate4_PF04W05,1,M,PF04W05,-121.5016,46.05656,-121.5016,46.05656,R73,,6.885584631,74,R73,im,0.289055379,0.001949755,0.445020376,0.207334267,0.374474865,0.372753365,-0.006267498,NA,0.292988317,Hybrid,2015-16,M,2006-04-15,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,NA,2015,0.145502567,0.373614115,-0.05224518,NA,NA,NA,NA,NA
tohe_plate3_PF04W06,0,F,PF04W06,-121.5016,46.05656,-121.5016,46.05656,R73,,6.885584631,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2015-16,F,2006-04-15,231,PF04W06,-0.022707106,0.011794234,tohe_plate3_PF04W06,0.06047,R73,HZ,NA,6.885584631,plate3,46.05656,-121.5016,PF04W06,83,,hybrid,F,Adult,11,17,65,0,9.8,5.08,6.86,34.8488,0,5.65,11.2,29,9,33,57,-2,30,74,-14,69,86,-15,74,38,1,4,80,-2,7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,NA,NA,NA,NA,0.930278859,-2.166106753,-0.580651419
tohe_plate3_PF04W07,1,M,PF04W07,-121.5016,46.05656,-121.5016,46.05656,R73,,6.885584631,75,R73,im,0.903859304,NA,0.445020376,NA,0.98528619,NA,-0.006267498,NA,0.593182353,Hybrid,2015-16,M,2006-04-15,232,PF04W07,0.005825903,0.028036185,tohe_plate3_PF04W07,0.00844,R73,HZ,0.593182353,6.885584631,plate3,46.05656,-121.5016,PF04W07,84,R73,hybrid,M,Immature,10.2,17.3,67,3,10.3,14.44,24.22,349.7368,17.63,15.34,0,13,1,12,80,-2,77,82,-8,76,87,-8,70,48,-6,40,80,-8,54,1.996292192,-0.962799884,-1.127647378,0.435488485,1,0,0,50,0,0,0,0,hybrid,hybrid,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,NA,0.528399301,-1.372810323,2.307039259,0.537252636,0.48495872,0.642587489
tohe_plate3_PF05W03,1,M,PF05W03,-121.51517,46.02623,-121.51517,46.02623,R74,,4.316615843,78,R74,im,-0.003103494,0.001949755,-0.054979624,NA,0.374474865,0.372753365,-0.006267498,NA,0.174729468,HEWA,2015-16,M,2006-05-15,233,PF05W03,-0.002084903,0.011882752,tohe_plate3_PF05W03,-0.0099,R74,HZ,0.174729468,4.316615843,plate3,46.02623,-121.51517,PF05W03,87,,hybrid,M,Immature,7.1,18.1,67,3,10.3,10.83,20.4,220.932,0,20.96,0,15,-1,9,83,-5,82,85,-4,83,91,-11,81,30,-5,16,71,-4,9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,hybrid,HEWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,-0.00057687,0.373614115,-0.495325505,NA,NA,2.139580746,-0.598084503,-0.580651419
tohe_plate4_PF05W04,1,M,PF05W04,-121.51517,46.02633,-121.51517,46.02633,R74,,4.322331577,79,R74,im,-0.003103494,0.001949755,-0.054979624,NA,0.374474865,0.372753365,-0.006267498,NA,0.174729468,HEWA,2015-16,M,2006-05-15,313,PF05W04,-0.015019961,0.033249978,tohe_plate4_PF05W04,0.02785,R74,HZ,0.174729468,4.322331577,plate4,46.02633,-121.51517,PF05W04,88,,hybrid,M,Immature,10,18.1,67,3,10.3,13.93,22.2,309.246,0,24.21,0,29,-2,13,83,-11,76,93,-13,84,78,1,68,35,-8,13,92,-8,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,hybrid,HEWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,-0.00057687,0.373614115,-0.495325505,NA,NA,0.379315701,0.185529362,-0.580651419
tohe_plate4_PF05W05,1,M,PF05W05,-121.5116,46.02434,-121.5116,46.02434,R74,,4.444175072,80,R74,im,0.903859304,NA,NA,1,0.98528619,NA,1.007360508,NA,1.024958401,TOWA,2015-16,M,2006-05-15,314,PF05W05,0.0612054,0.014033912,tohe_plate4_PF05W05,0.00578,R74,HZ,1.024958401,4.444175072,plate4,46.02434,-121.5116,PF05W05,89,R74,hybrid,M,Immature,9.9,18.1,67,2,10.2,16.07,20.66,332.0062,15,0,7.73,15,2,12,13,3,10,50,-2,34,44,0,43,40,-4,40,84,-8,71,-0.676681638,1.524776946,0.343411691,-0.2642609,1,336,22,1,55,1,8,9,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,NA,2.831734334,0.719718858,-0.570378435,-0.578757167,0.366106357,0.474356228
tohe_plate3_PF05W06,1,M,PF05W06,-121.51113,46.02409,-121.51113,46.02409,R74,,4.461056221,81,R74,ad,1,1,0.5,0.333333333,0.5,0.5,0.666666667,1,0.6875,Hybrid,2015-16,M,2006-05-15,234,PF05W06,0.001995714,-0.029150713,tohe_plate3_PF05W06,-0.00573,R74,HZ,0.6875,4.461056221,plate3,46.02409,-121.51113,PF05W06,90,R74,hybrid,M,Adult,10.2,18.1,66,2,10.1,13.34,14.22,189.6948,NA,11.04,5.94,16,1,9,39,-3,38,86,-9,71,83,-11,70,35,-1,1,65,-5,-3,0.980873236,-0.221980868,-1.127647378,0.435488485,1,0,0,0,0,0,0,0,hybrid,hybrid,NA,NA,NA,,,,,,,,,,,,,NA,2015,1,0.5,0.696507422,-1.372810323,0.392434983,0.537252636,-0.868206338,NA
tohe_plate2_PF06W01,0,F,PF06W01,-121.57107,45.97652,-121.57107,45.97652,R75,,-2.110080631,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2015-16,F,5/26/15,139,PF06W01,-0.020360538,0.021157322,tohe_plate2_PF06W01,-0.00961,R75,HZ,NA,-2.110080631,plate2,45.97652,-121.57107,PF06W01,72,,hybrid,F,Immature,10.5,18.4,64,0,10.6,3.41,15.41,52.5481,0,10.6,0,31,-1,19,39,-6,16,82,-17,53,72,-16,50,50,-5,-13,79,-11,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,NA,NA,NA,NA,-0.303992502,-1.789135019,-0.580651419
tohe_plate1_PF07W01,0,F,PF07W01,-121.60303,46.1551,-121.60303,46.1551,W1,,4.09308145,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2015-16,F,2006-07-15,34,PF07W01,2.34E-05,9.10E-05,tohe_plate1_PF07W01,-0.22093,W1,HZ,NA,4.09308145,plate1,46.1551,-121.60303,PF07W01,91,,hybrid,F,Immature,12.8,17.7,63,0,10.1,NA,NA,NA,NA,8.28,7.98,NA,NA,NA,55,-11,25,84,-16,67,81,-16,61,30,-9,4,72,-7,-28,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,NA,NA,NA,NA,-0.020297979,NA,NA
tohe_plate4_PF07W01,0,F,PF07W01,-121.60303,46.1551,-121.60303,46.1551,W1,,4.09308145,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2015-16,F,2006-07-15,315,PF07W01,0.022273022,0.025551857,tohe_plate4_PF07W01,-0.22093,W1,HZ,NA,4.09308145,plate1,46.1551,-121.60303,PF07W01,91,,hybrid,F,Immature,12.8,17.7,63,0,10.1,NA,NA,NA,NA,8.28,7.98,NA,NA,NA,55,-11,25,84,-16,67,81,-16,61,30,-9,4,72,-7,-28,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,NA,NA,NA,NA,-0.020297979,NA,NA
tohe_plate2_PF07W02,1,M,PF07W02,-121.6063,46.1548,-121.6063,46.1548,W1,,3.84642629,82,W1,ad,1,1,1,1,1,1,1,1,1,TOWA,2015-16,M,2006-07-15,140,PF07W02,0.035598427,-0.010996621,tohe_plate2_PF07W02,-0.06342,W1,HZ,1,3.84642629,plate2,46.1548,-121.6063,PF07W02,92,,hybrid,M,Adult,9.7,17.9,64,3,10.1,11.53,21.41,246.8573,14.65,0,16.49,16,2,10,24,0,7,65,-6,43,58,-3,38,27,-2,19,73,-2,70,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,1,1,1.534120544,NA,NA,-0.832975939,-0.308665806,0.462890827
tohe_plate4_PF07W03p4,0,NA,PF07W03p4,-121.6063,46.1548,-121.6063,46.1548,W1,,3.84642629,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2015-16,NA,NA,316,PF07W03p4,0.026124451,0.013387846,tohe_plate4_PF07W03p4,0.0488,W1,HZ,NA,3.84642629,plate4,46.1548,-121.6063,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_PF08W01,1,M,PF08W01,-121.61845,46.28835,-121.61845,46.28835,R67,,9.20035144,86,R67,im,0.289055379,0.001949755,0.445020376,0.207334267,0.98528619,NA,0.189418053,NA,0.489015686,Hybrid,2015-16,M,2006-08-15,317,PF08W01,-0.016740166,-0.008018708,tohe_plate4_PF08W01,-0.01212,R67,HZ,0.489015686,9.20035144,plate4,46.28835,-121.61845,PF08W01,96,R67,hybrid,M,Immature,10.1,19,66,2,10.2,15.5,22.11,342.705,19.26,12.71,0,16,-3,13,58,-12,50,80,-7,75,64,-8,64,29,-5,16,77,-18,44,1.000798237,-0.295558206,1.497057389,-2.189216282,1,84,0,10,133,0,0,0,hybrid,hybrid,NA,NA,NA,,,,,,,,,,,,,NA,2015,0.145502567,NA,0.343155498,2.348130201,0.479505653,0.157952882,0.43668796,0.774687075
tohe_plate2_PF08W03,1,M,PF08W03,-121.61425,46.28453,-121.61425,46.28453,R67,,9.258949725,87,R67,im,0.289055379,NA,0.445020376,0.207334267,-0.001627088,-0.002141751,0.35608472,-0.221695068,0.230488317,HEWA,2015-16,M,2006-08-15,141,PF08W03,0.009656343,0.013441675,tohe_plate2_PF08W03,0.02667,R67,HZ,0.230488317,9.258949725,plate2,46.28453,-121.61425,PF08W03,98,R67,hybrid,M,Immature,9.4,17.7,66,3,10.1,4.6,9.57,44.022,0,5.37,12.05,16,1,2,65,-1,64,84,-7,59,82,-6,67,23,0,-1,73,-3,-9,0.141921269,0.502638496,-0.750207297,0.260359141,1,312,1,5,14,0,3,3,hybrid,hybrid,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,-0.00188442,-0.228259581,-0.337355327,-0.119015396,0.33603814,-2.064598145,-0.580651419
tohe_plate1_PF08W05,1,M,PF08W05,-121.61093,46.2781,-121.61093,46.2781,R67,,9.119867331,89,R67,im,0.289055379,0.318055778,0.445020376,0.207334267,0.374474865,0.372753365,0.189418053,0.278304932,0.334654983,Hybrid,2015-16,M,2006-08-15,35,PF08W05,-0.010481368,-0.001499119,tohe_plate1_PF08W05,-0.13903,R67,HZ,0.334654983,9.119867331,plate1,46.2781,-121.61093,PF08W05,100,R67,hybrid,M,Immature,9.9,16.5,66,2,9.8,12.6,18.58,234.0151,0,7.65,16.25,7,-1,3,91,-15,68,75,-13,66,74,-6,70,48,-4,-9,71,-2,0,-1.716997686,0.515406384,0.281430714,-0.227568765,1,362,238,0.5,52.5,2,5,7,hybrid,hybrid,NA,NA,NA,,,,,,,,,,,,,NA,2015,0.303555579,0.373614115,0.034821317,0.602006499,-1.09461758,0.537252636,-0.448656244,-0.580651419
tohe_plate3_PF08W07,1,M,PF08W07,-121.56431,46.30701,-121.56431,46.30701,R65,,13.84080789,91,R65,im,0.903859304,NA,NA,1,0.98528619,NA,1.007360508,NA,1.024958401,TOWA,2015-16,M,2006-08-15,235,PF08W07,0.050554493,0.009829846,tohe_plate3_PF08W07,0.01611,R65,HZ,1.024958401,13.84080789,plate3,46.30701,-121.56431,PF08W07,104,,hybrid,M,Immature,10.2,17.5,65,2,9.8,21.88,22.98,502.8024,18.85,0,10.7,7,1,7,6,0,2,42,-3,26,42,-5,28,20,-4,10,49,-3,43,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,NA,2.831734334,NA,NA,-1.321799821,0.950237985,0.733727632
tohe_plate4_PF08W08,1,M,PF08W08,-121.56431,46.30701,-121.56431,46.30701,R65,,13.84080789,92,R65,im,0.903859304,0.318055778,0.445020376,NA,0.98528619,NA,-0.006267498,NA,0.530682353,Hybrid,2015-16,M,2006-08-15,318,PF08W08,0.020477625,0.023915808,tohe_plate4_PF08W08,0.04686,R65,HZ,0.530682353,13.84080789,plate4,46.30701,-121.56431,PF08W08,105,R65,hybrid,M,Immature,9.9,17.7,65,3,10.2,12.04,20.49,246.6996,22.77,12.4,0,13,2,13,80,-7,68,86,-8,80,89,-9,73,56,-3,28,87,-8,68,0.434284713,0.181569407,1.153779199,1.138145278,1,312,0,15,40,0,2,2,hybrid,hybrid,NA,NA,NA,,,,,,,,,,,,,NA,2015,0.610957541,NA,0.437102469,0.287688876,-0.013193163,0.790647367,-0.320066726,1.111406438
tohe_plate4_PF10W02,1,M,PF10W02,-121.65781,46.34953,-121.65781,46.34953,R64,,10.72060397,102,R64,ad,0,0,0,0.333333333,0,0,0,0.5,0.104166667,HEWA,2015-16,M,2006-10-15,319,PF10W02,-0.04171556,0.040050078,tohe_plate4_PF10W02,0.02542,R64,HZ,0.104166667,10.72060397,plate4,46.34953,-121.65781,PF10W02,116,R64,hybrid,M,Adult,10.1,18.5,66,3,10.3,20.4,17.06,348.024,0,15.58,0,19,-4,9,67,-13,54,86,-11,79,81,-11,76,42,-1,-25,75,-6,-28,-2.274927799,1.239228727,-0.105286972,-0.397205606,1,491,297,4,47,3,7,10,hybrid,HEWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,0,0,-0.87857892,0.465589397,-1.448889582,1.138143112,0.472789121,-0.580651419
tohe_plate3_PF10W03,1,M,PF10W03,-121.65781,46.34953,-121.65781,46.34953,R64,,10.72060397,103,R64,im,0.289055379,0.001949755,-0.054979624,0.207334267,-0.001627088,-0.002141751,0.544043687,-0.221695068,0.112229468,HEWA,2015-16,M,2006-10-15,236,PF10W03,0.010369543,0.015190268,tohe_plate3_PF10W03,0.02538,R64,HZ,0.112229468,10.72060397,plate3,46.34953,-121.65781,PF10W03,117,,hybrid,M,Immature,10,17.7,67,2,10.4,11.92,20.54,244.8368,0,6.94,12.9,9,-1,-2,37,-11,27,86,-14,74,92,-10,71,50,-1,-30,77,-5,-27,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,hybrid,HEWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,0.145502567,-0.00188442,-0.820314159,NA,NA,0.633640001,-0.342995651,-0.580651419
tohe_plate1_PF10W05,1,M,PF10W05,-121.659,46.35021,-121.659,46.35021,R64,,10.69685847,105,R64,ad,1,1,1,1,1,1,1,1,1,TOWA,2015-16,M,2006-10-15,36,PF10W05,0.024521918,0.006375988,tohe_plate1_PF10W05,-0.00762,R64,HZ,1,10.69685847,plate1,46.35021,-121.659,PF10W05,119,,hybrid,M,Adult,11,18.7,69,3,10.8,12.13,18.57,225.2541,25.26,13.27,0,8,-2,9,21,-3,-1,38,-3,38,51,-8,48,42,-12,19,77,-26,61,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,1,1,1.534120544,NA,NA,-0.352189226,-0.559592274,1.433764971
tohe_plate2_PF10W09,1,M,PF10W09,-121.76647,46.43545,-121.76647,46.43545,R62,,9.30134443,111,R62,im,0.903859304,NA,0.445020376,0.207334267,-0.001627088,-0.002141751,0.35608472,NA,0.417988317,Hybrid,2015-16,M,2006-10-15,142,PF10W09,0.019404316,0.013928411,tohe_plate2_PF10W09,0.01227,R62,HZ,0.417988317,9.30134443,plate2,46.43545,-121.76647,PF10W09,126,,hybrid,M,Immature,10.2,17.5,67,3,10.4,9.79,NA,NA,0,11.52,14.02,13,0,8,45,-5,45,79,-12,66,72,-12,68,51,-8,-1,62,-7,-8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,hybrid,hybrid,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,-0.00188442,0.222308065,NA,NA,0.379315701,NA,-0.580651419
tohe_plate3_PF10W10,1,M,PF10W10,-121.76464,46.43476,-121.76464,46.43476,R62,,9.388857069,112,R62,im,0.903859304,NA,0.445020376,0.207334267,0.374474865,0.372753365,0.544043687,0.278304932,0.530682353,Hybrid,2015-16,M,2006-10-15,237,PF10W10,0.00498108,0.013289154,tohe_plate3_PF10W10,-0.00017,R62,HZ,0.530682353,9.388857069,plate3,46.43476,-121.76464,PF10W10,127,R62,hybrid,M,Immature,10.2,17.4,64,3,10,7.33,19.38,142.0554,0,19.96,0,14,-1,3,74,-15,54,73,-17,62,86,-16,76,35,-4,-12,6,-8,4,1.996292192,-0.962799884,-1.107912756,0.415753863,1,0,0,50,1,0,0,0,hybrid,hybrid,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,0.373614115,0.437102469,-0.918245093,2.307039259,1.138143112,-1.224458743,-0.580651419
tohe_plate1_PF10W11,1,M,PF10W11,-121.76353,46.43341,-121.76353,46.43341,R62,,9.390584027,113,R62,im,-0.003103494,0.001949755,-0.054979624,0.207334267,-0.001627088,-0.002141751,-0.006267498,0.278304932,0.028896135,HEWA,2015-16,M,2006-10-15,37,PF10W11,-0.006583377,0.03300984,tohe_plate1_PF10W11,-0.04641,R62,HZ,0.028896135,9.390584027,plate1,46.43341,-121.76353,PF10W11,128,,hybrid,M,Immature,9.8,17.9,67,3,10.6,9.17,NA,NA,0,NA,0,11,1,3,72,-14,58,59,-5,61,77,-16,69,40,-3,-8,91,-7,-15,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,hybrid,HEWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,-0.00057687,-0.00188442,-1.815517335,NA,NA,0.445621821,NA,-0.580651419
tohe_plate1_PF11W01,1,M,PF11W01,-121.53373,46.42968,-121.53373,46.42968,R63,,23.73475227,114,R11,ad,1,1,1,1,1,1,1,1,1,TOWA,2015-16,M,2006-11-15,38,PF11W01,0.032956401,-0.004840693,tohe_plate1_PF11W01,-0.02156,R63,HZ,1,23.73475227,plate1,46.42968,-121.53373,PF11W01,129,R63,hybrid,M,Adult,9.7,17.3,66,3,10.2,7.66,17.16,131.4456,19.88,0,13.67,13,-2,5,10,-2,-2,61,-10,39,46,-7,38,37,-7,-4,61,-16,27,-1.579349436,0.585067398,-0.001532778,-0.589470747,1,420,205,1,54.5,4,2,6,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,1,1,1.534120544,0.659719326,-1.003147968,-0.832975939,-1.348526268,0.816989504
tohe_plate2_PF11W02,1,M,PF11W02,-121.53373,46.42968,-121.53373,46.42968,R63,,23.73475227,115,R11,ad,1,1,1,1,1,1,1,1,1,TOWA,2015-16,M,2006-11-15,143,PF11W02,0.029989358,-0.024015529,tohe_plate2_PF11W02,0.01907,R63,HZ,1,23.73475227,plate2,46.42968,-121.53373,PF11W02,130,R63,hybrid,M,Adult,10.1,18.4,66,2,9.5,10.31,23.61,243.4191,22.59,0,15.18,26,-6,17,4,-1,0,55,-10,31,52,-12,41,51,-10,6,76,-22,42,1.996292192,-0.962799884,-1.127647378,0.435488485,1,0,0,50,0,0,0,0,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,1,1,1.534120544,-1.372810323,2.307039259,-0.671308075,-0.366106357,1.092552873
tohe_plate2_PF11W03,1,M,PF11W03,-121.53355,46.43011,-121.53355,46.43011,R63,,23.77496013,116,R63,im,0.903859304,NA,NA,1,0.98528619,NA,1.007360508,NA,1.024958401,TOWA,2015-16,M,2006-11-15,144,PF11W03,0.02443866,-0.001886856,tohe_plate2_PF11W03,-0.07218,R63,HZ,1.024958401,23.77496013,plate2,46.43011,-121.53355,PF11W03,131,R63,hybrid,M,Immature,10,17.2,64,3,9.6,9.59,21.41,205.3219,39.58,0,10.66,22,-7,17,31,-6,1,49,-9,38,61,-11,43,42,-14,23,68,-18,43,-2.753163284,1.35265527,-0.242661337,-0.297764503,1,645,221,5,41,7,4,11,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,NA,NA,2.831734334,0.362496375,-1.619856259,-0.578757167,-0.712443032,2.503560034
tohe_plate4_PF11W04,1,M,PF11W04,-121.53361,46.43184,-121.53361,46.43184,R63,,23.88967274,117,R63,ad,1,1,1,1,1,1,1,1,1,TOWA,2015-16,M,2006-11-15,320,PF11W04,0.042724576,0.048505285,tohe_plate4_PF11W04,0.00632,R63,HZ,1,23.88967274,plate4,46.43184,-121.53361,PF11W04,132,R63,hybrid,M,Adult,9.8,18.8,68,3,10.4,11.82,18.06,213.4692,14.11,0,11.5,10,-3,10,12,1,-8,42,-11,29,55,-6,31,34,-7,-7,82,-23,63,0.683262831,-0.153157813,-0.527867085,0.265618508,1,211,0,8,19.5,0,0,0,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,1,1,1.534120544,-0.142364055,0.092481122,-1.177824958,-0.650837306,0.417613796
tohe_plate1_PF11W06,1,M,PF11W06,-121.53355,46.42869,-121.53355,46.42869,R63,,23.67789788,119,R63,ad,1,1,1,1,1,1,1,1,1,TOWA,2015-16,M,2006-11-15,39,PF11W06,0.014207995,0.003501354,tohe_plate1_PF11W06,-0.09852,R63,HZ,1,23.67789788,plate1,46.42869,-121.53355,PF11W06,134,,hybrid,M,Adult,10.6,18.2,65,3,10.9,13.49,27.33,368.6817,27.3,0,7.35,9,-3,7,13,-1,-4,41,-9,30,38,-9,31,43,-11,5,69,-24,45,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,hybrid,TOWA,NA,NA,NA,,,,,,,,,,,,,NA,2015,1,1,1.534120544,NA,NA,-1.177824958,0.559592274,1.595252702
