id,sex,trueSex,rec.,W,N,y,x,pop,Note,distr,X,site,age,midflank,lowerflank,bibcor,face,yellowext,yellowint,crown,backcol,hi,plum.SP,period,Sex,Date,rec.2,sample.id,EV1,EV2,plateid,F,siteID,pop.SP,HI,distr.1,plateID,N.1,W.1,bird.ID,originalseq,site.1,SP,sex.1,age.1,mass,tarsus,wing,CP,bill.length,bib.length,bib.width,bib.size,breast.yellow,crown.length.yellow,crown.width,bib.L,bib.a,bib.b,crown.L,crown.a,crown.b,LEFT.cheek.L,LEFT.cheek.a,LEFT.cheek.b,RIGHT.cheek.L,RIGHT.cheek.a,RIGHT.cheek.b,back.L,back.a,back.b,breast.L,breast.a,breast.b,pc1.close,pc2.close,pc1.vocal,pc2.vocal,maintained,time.in.sight.15,time.within.5m,closest.approach,song.response,short.flight.5m,long.flight.5m,flights.within.5m,SP.pop,SP.plumageID,UWBM,Latitude,Longitude,Family,Scientific.Name,Common.Name,Sex.1,Type,Tissue.Number,Date.1,Country,State.or.Province,County,Locality,Misc..Location,Island.Group,year,flank,byellow,rank.trans.hi,rank.trans.song.response,rank.trans.pc1.close,rank.trans.R.cheek.b,rank.trans.bib.size,rank.trans.breast.yellow
tohe_plate4_84790,1,M,84790,-121.6286317,46.6282167,-121.6286317,46.6282167,R52,,28.85416454,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,5/26/06,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,,NA,,,,,NA,NA,NA,NA,NA,29.01,23.77,689.5677,0,NA,0,0,0,1,37,-1,29,65,1,55,52,4,47,2,-1,4,61,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,NA,2006,NA,NA,NA,NA,NA,-0.395725296,1.549705901,-0.580651419
tohe_plate3_84792,1,M,84792,-121.6286317,46.6282167,-121.6286317,46.6282167,R52,,28.85416454,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,5/27/06,213,84792,0.011984953,-0.016117208,tohe_plate3_84792,-0.07154,R52,HZ,NA,28.85416454,plate3,46.6282167,-121.6286317,,NA,,,,,NA,NA,NA,NA,NA,28,23.49,657.72,29.3,NA,10.56,0,0,6,25,0,20,39,2,39,27,2,32,8,0,9,47,-1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84792,46.6282167,-121.6286317,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,MBK 262,5/27/06,United States of America,Washington,Lewis,Packwood,forest road 47,NA,2006,NA,NA,NA,NA,NA,-1.10951871,1.404489419,1.716527311
tohe_plate3_84808,1,M,84808,-146,61,-146,61,"Valdez, AK",,2160.490817,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-10-06,214,84808,0.059037386,-0.324201309,tohe_plate3_84808,0.05961,"Valdez, AK",coastalTOWA,NA,2160.490817,plate3,61,-146,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84808,61.085,-146.75,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,MBK 278,2006-10-06,United States of America,Alaska,,Valdez,Robe Lake,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_84816,1,M,84816,-142,63,-142,63,"Tok, AK",,2146.620514,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-08-06,215,84816,0.105475727,-0.00631079,tohe_plate3_84816,0.03305,"Tok, AK",inlandTOWA,NA,2146.620514,plate3,63,-142,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84816,63.12,-142.06,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,MBK 286,2006-08-06,United States of America,Alaska,,Tok,Alaska Highway,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_84817,1,M,84817,-142,63,-142,63,"Tok, AK",,2146.620514,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-08-06,121,84817,0.071346604,-0.000713618,tohe_plate2_84817,0.00916,"Tok, AK",inlandTOWA,NA,2146.620514,plate2,63,-142,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84817,63.12,-142.06,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,MBK 287,2006-08-06,United States of America,Alaska,,Tok,Alaska Highway,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_84818,1,M,84818,-142,63,-142,63,"Tok, AK",,2146.620514,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-08-06,122,84818,0.093114773,-0.008149447,tohe_plate2_84818,0.01405,"Tok, AK",inlandTOWA,NA,2146.620514,plate2,63,-142,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84818,63.12,-142.06,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,MBK 288,2006-08-06,United States of America,Alaska,,Tok,Alaska Highway,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_84819,1,M,84819,-142,63,-142,63,"Tok, AK",,2146.620514,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-08-06,216,84819,0.115104327,-0.024505031,tohe_plate3_84819,0.03083,"Tok, AK",inlandTOWA,NA,2146.620514,plate3,63,-142,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84819,63.12,-142.06,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,MBK 289,2006-08-06,United States of America,Alaska,,Tok,Alaska Highway,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate1_84839,1,M,84839,-121.6286317,46.6282167,-121.6286317,46.6282167,R52,,28.85416454,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,5/26/06,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_84839_p2,0,NA,84839_p2,-121.6286317,46.6282167,-121.6286317,46.6282167,R52,,28.85416454,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,2,116,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_84839_p3,0,NA,84839_p3,-121.6286317,46.6282167,-121.6286317,46.6282167,R52,,28.85416454,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,2,116,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_84839p4,0,NA,84839p4,-121.6286317,46.6282167,-121.6286317,46.6282167,R52,,28.85416454,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,2,116,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_84840,1,M,84840,-121.6286317,46.6282167,-121.6286317,46.6282167,R52,,28.85416454,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,5/26/06,296,84840,0.014000507,-0.00881993,tohe_plate4_84840,0.04643,R52,HZ,NA,28.85416454,plate4,46.6282167,-121.6286317,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84840,46.6282167,-121.6286317,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round,SEZ 053,5/26/06,United States of America,Washington,Lewis,Packwood,"forest road 47, 2.7 miles from junction of forest road 52",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate1_84841,0,F,84841,-121.6286317,46.6282167,-121.6286317,46.6282167,R52,,28.85416454,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,female,5/26/06,20,84841,0.003168079,0.010698725,tohe_plate1_84841,-0.04585,R52,HZ,NA,28.85416454,plate1,46.6282167,-121.6286317,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84841,46.6282167,-121.6286317,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,female,round,SEZ 054,5/26/06,United States of America,Washington,Lewis,Packwood,"forest road 47, 0.9 miles from junction of forest road 52",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_84859,1,M,84859,-146,61,-146,61,"Valdez, AK",,2160.490817,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-10-06,217,84859,0.045300221,-0.255105092,tohe_plate3_84859,0.05023,"Valdez, AK",coastalTOWA,NA,2160.490817,plate3,61,-146,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84859,61.085,-146.75,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,SEZ 072,2006-10-06,United States of America,Alaska,,Valdez,Robe Lake,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_84860,1,M,84860,-142,63,-142,63,"Tok, AK",,2146.620514,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-08-06,297,84860,0.091234774,0.010157833,tohe_plate4_84860,0.02642,"Tok, AK",inlandTOWA,NA,2146.620514,plate4,63,-142,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84860,63.12,-142.06,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round,SEZ 073,2006-08-06,United States of America,Alaska,,Tok,Alaska Highway,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_84864,1,M,84864,-148,61,-148,61,"Valdez, AK",,2250.876654,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2006-10-06,298,84864,0.042377875,-0.417568028,tohe_plate4_84864,0.07421,"Valdez, AK",coastalTOWA,NA,2250.876654,plate4,61,-148,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84864,61.08,-146.3283333,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,SEZ 078,2006-10-06,United States of America,Alaska,,Valdez,Solomon Gulch Trail,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_84885,1,M,84885,-124,55,-124,55,"Manson Creek, BC",,884.8258669,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/13/07,123,84885,0.102611134,-0.001247822,tohe_plate2_84885,0.04122,"Manson Creek, BC",inlandTOWA,NA,884.8258669,plate2,55,-124,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84885,55.666666,-124.4488442,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,MBK 319,6/13/07,Canada,British Columbia,,Manson Creek,,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_84888,1,M,84888,-124,55,-124,55,"Manson Creek, BC",,884.8258669,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/13/07,124,84888,0.082160844,0.024234139,tohe_plate2_84888,-0.00014,"Manson Creek, BC",inlandTOWA,NA,884.8258669,plate2,55,-124,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84888,55.666666,-124.4488442,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,MBK 322,6/13/07,Canada,British Columbia,,Manson Creek,,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_84889,1,M,84889,-124,55,-124,55,"Manson Creek, BC",,884.8258669,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/13/07,125,84889,0.090537226,0.001939556,tohe_plate2_84889,0.03505,"Manson Creek, BC",inlandTOWA,NA,884.8258669,plate2,55,-124,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84889,55.666666,-124.4488442,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,MBK 323,6/13/07,Canada,British Columbia,,Manson Creek,,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_84891,1,M,84891,-124,55,-124,55,"Manson Creek, BC",,884.8258669,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/14/07,218,84891,0.058622827,0.004161097,tohe_plate3_84891,-0.07897,"Manson Creek, BC",inlandTOWA,NA,884.8258669,plate3,55,-124,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84891,55.666666,-124.4232702,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,SMB 430,6/14/07,Canada,British Columbia,,Manson Creek,,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_84892,1,M,84892,-124,55,-124,55,"Manson Creek, BC",,884.8258669,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,6/14/07,126,84892,0.074193069,-0.006461611,tohe_plate2_84892,-0.0024,"Manson Creek, BC",inlandTOWA,NA,884.8258669,plate2,55,-124,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,84892,55.666666,-124.4232702,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,SMB 431,6/14/07,Canada,British Columbia,,Manson Creek,,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_87173,1,M,87173,-121.8893333,46.7283333,-121.8893333,46.7283333,R49,,16.17001297,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2007-03-07,127,87173,0.018069513,0.011011338,tohe_plate2_87173,-0.00959,R49,HZ,NA,16.17001297,plate2,46.7283333,-121.8893333,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,87173,46.7283333,-121.8893333,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,MBK 326,2007-03-07,United States of America,Washington,Lewis,Ashford,,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate2_87175,1,M,87175,-121.8968333,46.7333333,-121.8968333,46.7333333,R49,,15.84408561,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2007-04-07,128,87175,0.003635296,0.00061967,tohe_plate2_87175,-0.38839,R49,HZ,NA,15.84408561,plate2,46.7333333,-121.8968333,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,87175,46.7333333,-121.8968333,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,MBK 328,2007-04-07,United States of America,Washington,Lewis,Ashford,,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_87177,1,M,87177,-121.8968333,46.7333333,-121.8968333,46.7333333,R49,,15.84408561,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2007-04-07,219,87177,-0.00767593,-0.004890231,tohe_plate3_87177,0.0333,R49,HZ,NA,15.84408561,plate3,46.7333333,-121.8968333,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,87177,46.7333333,-121.8968333,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,MBK 330,2007-04-07,United States of America,Washington,Lewis,Ashford,,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate3_87179,1,M,87179,-121.8708333,46.7286667,-121.8708333,46.7286667,R49,,17.50105418,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2007-06-07,220,87179,0.004485377,-0.001287789,tohe_plate3_87179,0.02672,R49,HZ,NA,17.50105418,plate3,46.7286667,-121.8708333,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,87179,46.7286667,-121.8708333,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,MBK 332,2007-06-07,United States of America,Washington,Lewis,Ashford,,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_87196,1,M,87196,-121.8108333,46.6808333,-121.8108333,46.6808333,R51,,19.57197679,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2007-03-07,299,87196,-0.000874577,0.008508107,tohe_plate4_87196,0.0437,R51,HZ,NA,19.57197679,plate4,46.6808333,-121.8108333,,NA,,,,,NA,NA,NA,NA,NA,20.16,14.86,299.5776,21.24,7.41,8.92,0,0,7,27,1,27,57,4,46,48,3,45,2,0,6,65,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,87196,46.6808333,-121.8108333,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,MBK 349,2007-03-07,United States of America,Washington,Lewis,Packwood,,NA,2007,NA,NA,NA,NA,NA,-0.490921767,0.086918957,0.921944785
tohe_plate4_87198,1,M,87198,-121.8258333,46.6665,-121.8258333,46.6665,R51,,17.83086898,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2007-03-07,NA,,NA,NA,,NA,,,NA,NA,,NA,NA,,NA,,,,,NA,NA,NA,NA,NA,19.6,14.28,279.888,0,0,12,1,1,5,0,0,4,22,2,22,23,2,24,9,0,5,80,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,,,,,,,,,,,NA,2007,NA,NA,NA,NA,NA,-1.500043099,-0.065153294,-0.580651419
tohe_plate4_87199,1,M,87199,-121.8258333,46.6665,-121.8258333,46.6665,R51,,17.83086898,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2007-03-07,300,87199,0.032214328,-0.019229339,tohe_plate4_87199,0.0297,R51,HZ,NA,17.83086898,plate4,46.6665,-121.8258333,,NA,,,,,NA,NA,NA,NA,NA,26.07,20.25,527.9175,30.25,0,9.96,0,0,3,0,0,3,31,2,25,22,3,22,4,0,9,52,3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,87199,46.6665,-121.8258333,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,MBK 352,2007-03-07,United States of America,Washington,Lewis,Packwood,,NA,2007,NA,NA,NA,NA,NA,-1.638993685,1.02077868,1.870060551
tohe_plate4_87200,1,M,87200,-121.8134844,46.6325598,-121.8134844,46.6325598,R51,,16.73314626,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,2007-03-07,301,87200,0.014281595,-0.038634167,tohe_plate4_87200,0.04163,R51,HZ,NA,16.73314626,plate4,46.6325598,-121.8134844,,NA,,,,,NA,NA,NA,NA,NA,22.39,19.4,434.366,25.14,0,13.49,0,0,3,0,0,7,21,2,22,14,1,17,0,0,1,54,5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,87200,46.6325598,-121.8134844,Emberizidae,Dendroica townsendi,Townsend's Warbler,male,round/wing,MBK 353,2007-03-07,United States of America,Washington,Lewis,Packwood,,NA,2007,NA,NA,NA,NA,NA,-2.192546339,0.762289154,1.405623125
tohe_plate4_87527,1,M,87527,-121.7079,46.3582,-121.7079,46.3582,R64,,8.307109451,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,5/30/08,302,87527,-0.007415777,-0.040750999,tohe_plate4_87527,0.04442,R64,HZ,NA,8.307109451,plate4,46.3582,-121.7079,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,87527,46.3582,-121.7079,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,MBK 356,5/30/08,United States of America,Washington,Skamania,Mount Adams,above Cispus River on forest road 21,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_87530,1,M,87530,-121.7204,46.37,-121.7204,46.37,R64,,8.345968994,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,5/30/08,303,87530,-0.007135433,-0.020975986,tohe_plate4_87530,-0.00821,R64,HZ,NA,8.345968994,plate4,46.37,-121.7204,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,87530,46.37,-121.7204,Emberizidae,Dendroica townsendi x occidentalis,Townsend's x Hermit Warbler,male,round/wing,MBK 359,5/30/08,United States of America,Washington,Skamania,Mount Adams,along forest road 21,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_87531,1,M,87531,-121.7239,46.3685,-121.7239,46.3685,r64,,8.030713205,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,5/30/08,304,87531,-0.004491985,-0.023727951,tohe_plate4_87531,0.03916,r64,HZ,NA,8.030713205,plate4,46.3685,-121.7239,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,87531,46.3685,-121.7239,Emberizidae,Dendroica occidentalis,Hermit Warbler,male,round/wing,MBK 360,5/30/08,United States of America,Washington,Skamania,Mount Adams,along forest road 23,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA
tohe_plate4_87532,1,M,87532,-121.723,46.3675,-121.723,46.3675,R64,,8.017012907,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,HEWA,2005-2008,male,5/30/08,305,87532,-0.014554972,-0.028527423,tohe_plate4_87532,0.02539,R64,HZ,NA,8.017012907,plate4,46.3675,-121.723,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,87532,46.3675,-121.723,Emberizidae,Dendroica occidentalis,Hermit Warbler,male,round/wing,MBK 361,5/30/08,United States of America,Washington,Skamania,Mount Adams,along forest road 23,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA
